date,branch,new_customers,active_customers,avg_credit_score,loan_default_rate_percent,customer_churn_rate_percent
2024-04-01,Kolkata,679,83462,726.0,2.3,2.12
2024-04-01,Jaipur,1154,83116,764.0,1.91,1.84
2024-04-01,Surat,1953,84600,722.0,3.13,0.63
2024-04-02,Mumbai,1610,85365,679.0,3.37,1.08
2024-04-02,Delhi,1114,84631,713.0,3.41,2.2
2024-04-02,Bangalore,1957,85018,719.0,3.09,1.92
2024-04-02,Chennai,1934,85497,729.0,1.97,1.78
2024-04-02,Pune,1240,85474,710.0,1.95,1.52
2024-04-02,Hyderabad,748,84132,721.0,2.01,2.47
2024-04-02,Ahmedabad,784,84119,740.0,3.89,0.97
2024-04-02,Kolkata,1511,85207,759.0,2.89,0.55
2024-04-02,Jaipur,1634,85486,695.0,3.73,1.64
2024-04-02,Surat,1457,85181,718.0,1.51,2.11
2024-04-03,Mumbai,1629,86234,694.0,3.81,0.76
2024-04-03,Delhi,676,86385,714.0,3.52,0.63
2024-04-03,Bangalore,1315,85578,704.0,3.51,2.5
2024-04-03,Chennai,1972,86359,729.0,3.57,1.46
2024-04-03,Pune,1341,85977,725.0,2.14,2.04
2024-04-03,Hyderabad,1677,87145,708.0,2.29,0.65
2024-04-03,Ahmedabad,1149,86771,719.0,1.6,1.78
2024-04-03,Kolkata,1421,86990,704.0,4.04,1.43
2024-04-03,Jaipur,1559,87558,734.0,4.18,1.19
2024-04-03,Surat,1629,87675,725.0,1.75,1.78
2024-04-04,Mumbai,872,86812,724.0,1.58,2.04
2024-04-04,Delhi,764,86414,683.0,3.09,1.37
2024-04-04,Bangalore,613,85176,763.0,4.26,2.16
2024-04-04,Chennai,1561,86095,694.0,2.32,0.81
2024-04-04,Pune,837,86247,701.0,2.81,0.82
2024-04-04,Hyderabad,1952,87435,759.0,3.44,0.95
2024-04-04,Ahmedabad,1562,87039,708.0,2.77,2.29
2024-04-04,Kolkata,661,86847,763.0,3.86,1.0
2024-04-04,Jaipur,1800,86604,729.0,3.01,2.41
2024-04-04,Surat,1062,87046,692.0,3.45,0.75
2024-04-05,Mumbai,1120,86719,732.0,3.38,1.73
2024-04-05,Delhi,691,86124,701.0,2.04,1.51
2024-04-05,Bangalore,845,85544,758.0,4.2,1.68
2024-04-05,Chennai,1689,86590,709.0,1.87,0.81
2024-04-05,Pune,1849,86978,700.0,2.75,1.75
2024-04-05,Hyderabad,1739,87745,726.0,3.65,1.18
2024-04-05,Ahmedabad,1654,88936,715.0,4.5,0.58
2024-04-05,Kolkata,558,88922,737.0,1.92,0.66
2024-04-05,Jaipur,1813,88971,739.0,3.45,2.04
2024-04-05,Surat,1042,88439,714.0,3.93,1.8
2024-04-06,Mumbai,1671,89005,720.0,2.2,1.33
2024-04-06,Delhi,1808,90367,738.0,3.58,0.56
2024-04-06,Bangalore,1784,90765,750.0,3.04,1.59
2024-04-06,Chennai,1814,90441,727.0,3.93,2.41
2024-04-06,Pune,1489,91078,725.0,3.73,0.99
2024-04-06,Hyderabad,1902,91840,728.0,3.26,1.31
2024-04-06,Ahmedabad,1428,92717,729.0,3.44,0.65
2024-04-06,Kolkata,622,92601,719.0,4.02,0.82
2024-04-06,Jaipur,1351,92632,779.0,3.49,1.47
2024-04-06,Surat,917,92482,726.0,3.69,1.18
2024-04-07,Mumbai,794,92286,679.0,2.22,1.13
2024-04-07,Delhi,1971,93264,705.0,2.77,1.14
2024-04-07,Bangalore,1207,92220,712.0,4.12,2.45
2024-04-07,Chennai,767,91146,693.0,4.43,2.02
2024-04-07,Pune,1554,91266,698.0,2.78,1.62
2024-04-07,Hyderabad,1153,91555,725.0,3.31,0.98
2024-04-07,Ahmedabad,750,91380,696.0,2.18,1.03
2024-04-07,Kolkata,1007,91703,709.0,2.92,0.78
2024-04-07,Jaipur,603,91333,706.0,4.12,1.08
2024-04-07,Surat,1286,90622,704.0,3.84,2.23
2024-04-08,Mumbai,1356,91142,717.0,3.1,1.0
2024-04-08,Delhi,827,90055,712.0,1.68,2.13
2024-04-08,Bangalore,1683,90038,700.0,2.69,1.94
2024-04-08,Chennai,888,89128,751.0,2.3,2.03
2024-04-08,Pune,1520,88472,737.0,3.87,2.49
2024-04-08,Hyderabad,1456,88646,712.0,4.31,1.5
2024-04-08,Ahmedabad,1131,88486,733.0,2.28,1.49
2024-04-08,Kolkata,684,87075,754.0,3.5,2.39
2024-04-08,Jaipur,1535,87424,697.0,3.93,1.41
2024-04-08,Surat,993,87633,716.0,3.34,0.93
2024-04-09,Mumbai,1222,88394,704.0,1.94,0.6
2024-04-09,Delhi,1076,88186,710.0,2.02,1.49
2024-04-09,Bangalore,1839,88453,750.0,4.19,1.85
2024-04-09,Chennai,1085,88179,718.0,3.2,1.57
2024-04-09,Pune,720,87720,752.0,3.36,1.36
2024-04-09,Hyderabad,1041,87077,719.0,3.25,1.96
2024-04-09,Ahmedabad,1325,87370,718.0,3.15,1.23
2024-04-09,Kolkata,1320,88203,709.0,3.29,0.6
2024-04-09,Jaipur,1650,89118,720.0,3.61,0.89
2024-04-09,Surat,1633,89840,733.0,2.42,1.08
2024-04-10,Mumbai,1291,89840,684.0,2.39,1.51
2024-04-10,Delhi,1626,90563,741.0,2.73,1.06
2024-04-10,Bangalore,1776,90707,680.0,2.27,1.86
2024-04-10,Chennai,743,90787,710.0,3.37,0.76
2024-04-10,Pune,698,90337,695.0,3.78,1.29
2024-04-10,Hyderabad,1194,90107,710.0,3.67,1.62
2024-04-10,Ahmedabad,1248,89582,723.0,2.34,2.01
2024-04-10,Kolkata,907,88989,740.0,4.09,1.7
2024-04-10,Jaipur,1322,89016,738.0,2.07,1.5
2024-04-10,Surat,592,89112,694.0,3.39,0.58
2024-04-11,Mumbai,1961,90120,723.0,2.91,1.17
2024-04-11,Delhi,1470,90249,744.0,4.48,1.54
2024-04-11,Bangalore,805,89533,725.0,3.13,1.71
2024-04-11,Chennai,1555,90437,733.0,3.41,0.78
2024-04-11,Pune,1755,91217,710.0,2.33,1.14
2024-04-11,Hyderabad,1304,90298,716.0,2.51,2.48
2024-04-11,Ahmedabad,1112,89921,671.0,3.06,1.69
2024-04-11,Kolkata,1538,89567,711.0,2.09,2.16
2024-04-11,Jaipur,1590,89880,710.0,2.92,1.48
2024-04-11,Surat,1652,90594,698.0,2.53,1.1
2024-04-12,Mumbai,534,90050,685.0,2.03,1.24
2024-04-12,Delhi,1879,91340,734.0,4.09,0.72
2024-04-12,Bangalore,1353,91212,749.0,4.12,1.67
2024-04-12,Chennai,1985,91211,720.0,3.63,2.24
2024-04-12,Pune,1788,92549,710.0,2.05,0.55
2024-04-12,Hyderabad,1471,93112,710.0,3.03,1.03
2024-04-12,Ahmedabad,1842,93087,756.0,2.1,2.07
2024-04-12,Kolkata,1684,93282,723.0,1.78,1.66
2024-04-12,Jaipur,1977,94758,716.0,3.5,0.6
2024-04-12,Surat,1483,95490,762.0,2.64,0.84
2024-04-13,Mumbai,1788,95506,736.0,3.45,1.94
2024-04-13,Delhi,1278,96064,742.0,1.58,0.8
2024-04-13,Bangalore,1894,97071,713.0,1.91,0.98
2024-04-13,Chennai,1672,96469,740.0,3.77,2.4
2024-04-13,Pune,725,96367,710.0,3.85,0.88
2024-04-13,Hyderabad,1403,96728,720.0,2.81,1.13
2024-04-13,Ahmedabad,810,96280,736.0,1.8,1.33
2024-04-13,Kolkata,917,95955,736.0,3.34,1.32
2024-04-13,Jaipur,1752,95514,734.0,1.77,2.34
2024-04-13,Surat,1989,96969,678.0,3.26,0.62
2024-04-14,Mumbai,782,96313,702.0,2.6,1.54
2024-04-14,Delhi,1648,96904,711.0,1.56,1.15
2024-04-14,Bangalore,1856,97408,736.0,2.08,1.46
2024-04-14,Chennai,1271,97620,717.0,2.93,1.13
2024-04-14,Pune,854,97116,695.0,2.49,1.42
2024-04-14,Hyderabad,1591,97607,726.0,4.23,1.18
2024-04-14,Ahmedabad,1225,97063,739.0,1.91,1.85
2024-04-14,Kolkata,1976,97294,692.0,3.51,1.86
2024-04-14,Jaipur,1919,98273,701.0,1.87,1.03
2024-04-14,Surat,1491,98942,705.0,1.64,0.88
2024-04-15,Mumbai,1004,98960,718.0,3.83,1.06
2024-04-15,Delhi,1111,99166,729.0,4.26,0.95
2024-04-15,Bangalore,1109,98285,727.0,3.62,2.04
2024-04-15,Chennai,1943,99391,714.0,3.23,0.91
2024-04-15,Pune,1943,99926,718.0,2.29,1.48
2024-04-15,Hyderabad,1482,100258,722.0,1.89,1.2
2024-04-15,Ahmedabad,1977,101248,745.0,4.29,1.05
2024-04-15,Kolkata,749,100354,745.0,2.47,1.65
2024-04-15,Jaipur,1612,100753,738.0,4.44,1.26
2024-04-15,Surat,1308,99950,711.0,1.59,2.14
2024-04-16,Mumbai,799,99723,694.0,3.68,1.08
2024-04-16,Delhi,1089,98444,734.0,3.82,2.41
2024-04-16,Bangalore,661,97952,713.0,1.97,1.19
2024-04-16,Chennai,1405,97627,750.0,3.25,1.81
2024-04-16,Pune,1481,98250,688.0,1.86,0.93
2024-04-16,Hyderabad,1603,98880,714.0,3.89,1.04
2024-04-16,Ahmedabad,1651,98713,760.0,1.98,1.89
2024-04-16,Kolkata,781,98810,728.0,1.52,0.72
2024-04-16,Jaipur,1701,99598,701.0,4.29,0.98
2024-04-16,Surat,603,98389,675.0,2.12,1.84
2024-04-17,Mumbai,1587,99119,725.0,2.93,0.95
2024-04-17,Delhi,976,99527,740.0,3.62,0.6
2024-04-17,Bangalore,1346,99761,754.0,1.93,1.16
2024-04-17,Chennai,1467,100577,693.0,2.64,0.7
2024-04-17,Pune,781,100870,736.0,4.26,0.51
2024-04-17,Hyderabad,1627,100072,694.0,2.0,2.46
2024-04-17,Ahmedabad,823,99607,728.0,2.86,1.31
2024-04-17,Kolkata,1474,99680,695.0,3.65,1.45
2024-04-17,Jaipur,908,98611,728.0,2.66,2.01
2024-04-17,Surat,1088,98608,684.0,2.34,1.14
2024-04-18,Mumbai,1822,99909,737.0,2.49,0.62
2024-04-18,Delhi,683,98812,733.0,3.37,1.8
2024-04-18,Bangalore,975,98267,730.0,2.34,1.57
2024-04-18,Chennai,1980,98150,709.0,2.01,2.2
2024-04-18,Pune,576,96462,718.0,3.43,2.33
2024-04-18,Hyderabad,858,96059,733.0,3.93,1.34
2024-04-18,Ahmedabad,860,94673,733.0,2.61,2.37
2024-04-18,Kolkata,574,92904,756.0,4.26,2.49
2024-04-18,Jaipur,1313,92331,732.0,2.47,2.08
2024-04-18,Surat,881,91050,754.0,1.94,2.37
2024-04-19,Mumbai,1092,90152,749.0,3.74,2.25
2024-04-19,Delhi,518,89699,714.0,3.44,1.1
2024-04-19,Bangalore,1734,90849,695.0,2.89,0.71
2024-04-19,Chennai,1186,91103,712.0,4.03,1.07
2024-04-19,Pune,1813,91531,680.0,3.72,1.59
2024-04-19,Hyderabad,1511,91006,710.0,3.45,2.28
2024-04-19,Ahmedabad,774,89802,721.0,4.4,2.2
2024-04-19,Kolkata,1458,90369,730.0,2.37,1.05
2024-04-19,Jaipur,730,90074,713.0,3.93,1.16
2024-04-19,Surat,1997,90860,738.0,4.28,1.42
2024-04-20,Mumbai,1026,90186,749.0,4.38,1.94
2024-04-20,Delhi,528,88952,735.0,2.63,1.97
2024-04-20,Bangalore,1104,88638,739.0,3.52,1.64
2024-04-20,Chennai,895,88809,721.0,4.12,0.85
2024-04-20,Pune,1808,88639,748.0,1.54,2.29
2024-04-20,Hyderabad,1375,88703,734.0,2.52,1.53
2024-04-20,Ahmedabad,677,88249,710.0,2.59,1.3
2024-04-20,Kolkata,695,88200,748.0,4.35,0.87
2024-04-20,Jaipur,787,87730,693.0,2.92,1.45
2024-04-20,Surat,1008,88321,725.0,3.06,0.51
2024-04-21,Mumbai,1285,88817,666.0,4.25,0.97
2024-04-21,Delhi,1046,87760,735.0,3.44,2.41
2024-04-21,Bangalore,1118,87454,709.0,2.33,1.66
2024-04-21,Chennai,1673,88726,677.0,4.38,0.52
2024-04-21,Pune,1838,89544,703.0,2.05,1.22
2024-04-21,Hyderabad,983,90002,751.0,2.03,0.62
2024-04-21,Ahmedabad,742,89481,667.0,2.75,1.43
2024-04-21,Kolkata,827,89163,684.0,4.06,1.31
2024-04-21,Jaipur,1529,88651,740.0,2.85,2.35
2024-04-21,Surat,1940,88849,705.0,2.15,2.04
2024-04-22,Mumbai,1913,90200,709.0,1.5,0.73
2024-04-22,Delhi,1104,90228,703.0,4.32,1.24
2024-04-22,Bangalore,952,90365,704.0,1.99,0.94
2024-04-22,Chennai,773,89848,717.0,2.47,1.46
2024-04-22,Pune,1431,89535,756.0,2.42,2.0
2024-04-22,Hyderabad,1740,90217,729.0,4.37,1.25
2024-04-22,Ahmedabad,1937,90777,733.0,2.47,1.6
2024-04-22,Kolkata,1464,90462,731.0,2.64,2.01
2024-04-22,Jaipur,1860,90440,675.0,2.28,2.15
2024-04-22,Surat,1006,89797,756.0,4.49,1.86
2024-04-23,Mumbai,1720,89584,711.0,4.18,2.25
2024-04-23,Delhi,667,88885,732.0,3.26,1.55
2024-04-23,Bangalore,1581,88825,719.0,2.64,1.91
2024-04-23,Chennai,659,87433,693.0,1.95,2.33
2024-04-23,Pune,729,87642,688.0,2.73,0.62
2024-04-23,Hyderabad,1621,87298,703.0,2.02,2.31
2024-04-23,Ahmedabad,914,86807,710.0,2.66,1.65
2024-04-23,Kolkata,806,86921,722.0,4.18,0.83
2024-04-23,Jaipur,1565,87336,690.0,1.7,1.38
2024-04-23,Surat,1893,88498,679.0,3.32,0.91
2024-04-24,Mumbai,1694,88969,717.0,2.68,1.48
2024-04-24,Delhi,1545,89330,727.0,3.26,1.39
2024-04-24,Bangalore,613,88707,700.0,2.51,1.41
2024-04-24,Chennai,1551,89131,718.0,2.62,1.33
2024-04-24,Pune,1654,90293,746.0,2.54,0.62
2024-04-24,Hyderabad,1446,90123,699.0,2.47,1.85
2024-04-24,Ahmedabad,1131,89538,742.0,2.43,1.95
2024-04-24,Kolkata,1310,89990,706.0,1.54,1.01
2024-04-24,Jaipur,506,88722,692.0,4.23,1.99
2024-04-24,Surat,1684,89891,703.0,2.93,0.65
2024-04-25,Mumbai,1367,90263,736.0,3.45,1.19
2024-04-25,Delhi,630,89487,704.0,2.89,1.58
2024-04-25,Bangalore,623,88012,740.0,2.93,2.37
2024-04-25,Chennai,641,86499,715.0,2.63,2.47
2024-04-25,Pune,1466,87529,693.0,2.73,0.56
2024-04-25,Hyderabad,1337,88160,703.0,1.86,0.86
2024-04-25,Ahmedabad,777,87173,721.0,2.86,2.03
2024-04-25,Kolkata,1993,87673,705.0,2.02,1.79
2024-04-25,Jaipur,1360,87986,710.0,2.08,1.25
2024-04-25,Surat,1283,88084,682.0,3.77,1.4
2024-04-26,Mumbai,1273,88325,715.0,4.48,1.25
2024-04-26,Delhi,1898,88145,716.0,2.84,2.43
2024-04-26,Bangalore,1604,89130,694.0,4.03,0.77
2024-04-26,Chennai,1212,89727,726.0,2.67,0.74
2024-04-26,Pune,1600,90229,736.0,3.64,1.29
2024-04-26,Hyderabad,760,89251,746.0,2.53,1.96
2024-04-26,Ahmedabad,956,88304,722.0,1.73,2.17
2024-04-26,Kolkata,546,86700,734.0,1.7,2.46
2024-04-26,Jaipur,1448,86598,733.0,3.59,1.85
2024-04-26,Surat,1615,87102,729.0,2.33,1.35
2024-04-27,Mumbai,1276,86578,727.0,2.09,2.15
2024-04-27,Delhi,1006,86390,691.0,2.64,1.42
2024-04-27,Bangalore,817,86328,691.0,2.63,1.05
2024-04-27,Chennai,1984,86629,737.0,2.58,2.03
2024-04-27,Pune,565,85379,760.0,3.85,2.12
2024-04-27,Hyderabad,1358,85308,711.0,3.5,1.73
2024-04-27,Ahmedabad,532,85023,735.0,4.39,0.98
2024-04-27,Kolkata,637,85086,723.0,2.9,0.7
2024-04-27,Jaipur,568,84490,716.0,2.28,1.39
2024-04-27,Surat,1876,84821,734.0,1.72,1.91
2024-04-28,Mumbai,599,84627,758.0,4.43,0.99
2024-04-28,Delhi,590,84134,710.0,3.06,1.3
2024-04-28,Bangalore,979,83819,730.0,3.13,1.58
2024-04-28,Chennai,615,83803,726.0,2.0,0.78
2024-04-28,Pune,1092,84123,725.0,3.78,0.97
2024-04-28,Hyderabad,1998,84802,743.0,3.48,1.65
2024-04-28,Ahmedabad,1682,85106,700.0,4.02,1.7
2024-04-28,Kolkata,1877,85232,700.0,3.29,2.14
2024-04-28,Jaipur,985,85311,716.0,3.17,1.1
2024-04-28,Surat,793,84024,705.0,2.25,2.47
2024-04-29,Mumbai,1567,84880,718.0,2.88,0.94
2024-04-29,Delhi,1115,85144,711.0,4.21,1.05
2024-04-29,Bangalore,1640,84803,720.0,2.91,2.4
2024-04-29,Chennai,858,84206,738.0,3.42,1.75
2024-04-29,Pune,1374,84272,702.0,1.51,1.61
2024-04-29,Hyderabad,596,82830,700.0,1.73,2.44
2024-04-29,Ahmedabad,1817,83186,730.0,2.14,1.84
2024-04-29,Kolkata,1574,83870,698.0,1.87,1.14
2024-04-29,Jaipur,1352,84167,751.0,1.68,1.32
2024-04-29,Surat,1114,84266,744.0,3.82,1.25
2024-04-30,Mumbai,1601,84730,689.0,4.45,1.45
2024-04-30,Delhi,961,84793,752.0,1.53,1.1
2024-04-30,Bangalore,1949,86144,696.0,2.49,0.79
2024-04-30,Chennai,1448,85638,723.0,1.9,2.33
2024-04-30,Pune,1651,86214,700.0,4.46,1.33
2024-04-30,Hyderabad,1353,86225,754.0,3.46,1.61
2024-04-30,Ahmedabad,774,85926,717.0,2.46,1.28
2024-04-30,Kolkata,1022,86206,725.0,2.59,0.91
2024-04-30,Jaipur,1824,87529,711.0,4.34,0.66
2024-04-30,Surat,1421,87082,730.0,1.63,2.19
2024-05-01,Mumbai,689,86453,718.0,3.08,1.57
2024-05-01,Delhi,890,86854,739.0,4.49,0.6
2024-05-01,Bangalore,1272,86568,731.0,3.56,1.85
2024-05-01,Chennai,1734,87864,722.0,3.96,0.58
2024-05-01,Pune,649,87767,738.0,3.41,0.88
2024-05-01,Hyderabad,1703,87822,734.0,3.68,1.95
2024-05-01,Ahmedabad,1644,88706,755.0,2.33,0.93
2024-05-01,Kolkata,927,87681,709.0,3.4,2.24
2024-05-01,Jaipur,1181,87935,739.0,3.52,1.11
2024-05-01,Surat,531,87674,721.0,3.29,0.92
2024-05-02,Mumbai,889,86495,736.0,1.66,2.42
2024-05-02,Delhi,740,85539,712.0,4.2,1.99
2024-05-02,Bangalore,1480,85082,698.0,4.21,2.33
2024-05-02,Chennai,1924,85623,731.0,2.48,1.71
2024-05-02,Pune,918,85467,710.0,4.38,1.29
2024-05-02,Hyderabad,990,85123,701.0,3.76,1.6
2024-05-02,Ahmedabad,1079,85169,715.0,1.75,1.26
2024-05-02,Kolkata,1592,85289,730.0,3.19,1.8
2024-05-02,Jaipur,1131,85589,756.0,3.13,1.02
2024-05-02,Surat,1550,85258,717.0,2.69,2.27
2024-05-03,Mumbai,1454,86196,720.0,1.86,0.7
2024-05-03,Delhi,1979,87008,717.0,4.27,1.44
2024-05-03,Bangalore,1155,86179,716.0,3.19,2.33
2024-05-03,Chennai,1259,86515,716.0,3.68,1.13
2024-05-03,Pune,593,85725,725.0,3.26,1.63
2024-05-03,Hyderabad,953,85014,715.0,3.53,1.98
2024-05-03,Ahmedabad,533,84699,740.0,3.41,1.02
2024-05-03,Kolkata,1696,85053,726.0,4.05,1.66
2024-05-03,Jaipur,1355,85531,713.0,3.05,1.09
2024-05-03,Surat,901,85474,727.0,3.49,1.16
2024-05-04,Mumbai,1277,85422,745.0,2.46,1.64
2024-05-04,Delhi,1003,85183,744.0,4.42,1.5
2024-05-04,Bangalore,1840,85058,731.0,2.87,2.39
2024-05-04,Chennai,1191,85431,753.0,2.85,1.01
2024-05-04,Pune,1500,84908,755.0,3.69,2.43
2024-05-04,Hyderabad,1814,85109,707.0,3.04,1.98
2024-05-04,Ahmedabad,1443,85894,724.0,1.79,0.84
2024-05-04,Kolkata,1221,86441,754.0,4.05,0.84
2024-05-04,Jaipur,1975,87113,712.0,3.86,1.59
2024-05-04,Surat,876,85989,732.0,3.03,2.33
2024-05-05,Mumbai,1610,85551,715.0,1.73,2.48
2024-05-05,Delhi,620,84870,701.0,3.86,1.55
2024-05-05,Bangalore,652,83518,711.0,2.13,2.39
2024-05-05,Chennai,1868,84958,712.0,2.18,0.6
2024-05-05,Pune,513,84366,742.0,1.89,1.32
2024-05-05,Hyderabad,1791,85413,748.0,3.67,0.96
2024-05-05,Ahmedabad,1948,86749,708.0,1.87,0.8
2024-05-05,Kolkata,947,86421,679.0,3.63,1.51
2024-05-05,Jaipur,1264,87196,749.0,2.78,0.62
2024-05-05,Surat,1806,87472,692.0,1.65,1.83
2024-05-06,Mumbai,1762,87292,729.0,2.8,2.33
2024-05-06,Delhi,1850,87924,756.0,2.1,1.48
2024-05-06,Bangalore,513,87081,691.0,2.79,1.56
2024-05-06,Chennai,1342,88018,736.0,1.67,0.52
2024-05-06,Pune,1584,87951,717.0,4.17,1.94
2024-05-06,Hyderabad,1597,87450,722.0,4.1,2.45
2024-05-06,Ahmedabad,535,86690,717.0,1.73,1.5
2024-05-06,Kolkata,1929,87091,701.0,3.14,1.85
2024-05-06,Jaipur,867,87369,736.0,4.41,0.71
2024-05-06,Surat,697,86740,721.0,2.28,1.55
2024-05-07,Mumbai,993,87030,699.0,3.14,0.88
2024-05-07,Delhi,1578,87794,768.0,3.1,1.0
2024-05-07,Bangalore,1225,88157,713.0,3.76,1.03
2024-05-07,Chennai,1312,88940,703.0,3.55,0.66
2024-05-07,Pune,1331,89061,724.0,4.44,1.42
2024-05-07,Hyderabad,998,87888,678.0,3.59,2.48
2024-05-07,Ahmedabad,962,87920,700.0,2.24,1.1
2024-05-07,Kolkata,665,87022,728.0,2.63,1.81
2024-05-07,Jaipur,1830,87166,715.0,4.21,2.02
2024-05-07,Surat,691,86741,655.0,1.82,1.31
2024-05-08,Mumbai,1272,86694,708.0,3.71,1.61
2024-05-08,Delhi,614,85795,711.0,4.41,1.77
2024-05-08,Bangalore,1939,87086,726.0,1.56,0.84
2024-05-08,Chennai,1523,86760,731.0,2.54,2.19
2024-05-08,Pune,1820,86855,728.0,2.13,2.07
2024-05-08,Hyderabad,1658,86445,738.0,2.9,2.45
2024-05-08,Ahmedabad,695,85188,721.0,4.2,2.29
2024-05-08,Kolkata,587,84980,702.0,1.62,0.96
2024-05-08,Jaipur,1917,85038,693.0,4.47,2.28
2024-05-08,Surat,1473,85682,732.0,1.7,1.04
2024-05-09,Mumbai,652,84782,692.0,4.15,1.87
2024-05-09,Delhi,1074,83949,734.0,1.87,2.3
2024-05-09,Bangalore,1654,84144,694.0,3.9,1.82
2024-05-09,Chennai,867,83061,714.0,2.55,2.36
2024-05-09,Pune,1144,83809,732.0,3.95,0.53
2024-05-09,Hyderabad,924,83367,704.0,2.89,1.67
2024-05-09,Ahmedabad,1959,83616,750.0,3.45,2.14
2024-05-09,Kolkata,657,83380,693.0,3.48,1.1
2024-05-09,Jaipur,1654,84281,724.0,2.14,0.98
2024-05-09,Surat,1296,84065,718.0,2.62,1.85
2024-05-10,Mumbai,1607,84781,727.0,3.99,1.16
2024-05-10,Delhi,786,83833,717.0,3.93,2.08
2024-05-10,Bangalore,1911,84186,770.0,2.57,1.95
2024-05-10,Chennai,1525,84094,744.0,3.11,1.99
2024-05-10,Pune,1208,84839,728.0,3.42,0.61
2024-05-10,Hyderabad,1395,85471,752.0,2.92,0.96
2024-05-10,Ahmedabad,655,85142,731.0,1.65,1.18
2024-05-10,Kolkata,1757,84917,726.0,1.82,2.41
2024-05-10,Jaipur,1312,84210,700.0,2.34,2.44
2024-05-10,Surat,1168,84953,750.0,2.04,0.56
2024-05-11,Mumbai,1059,84322,682.0,3.02,2.07
2024-05-11,Delhi,1422,84552,738.0,4.38,1.48
2024-05-11,Bangalore,1228,84471,735.0,1.87,1.61
2024-05-11,Chennai,1268,84637,733.0,2.47,1.36
2024-05-11,Pune,1892,85189,686.0,3.12,1.67
2024-05-11,Hyderabad,1278,85945,716.0,2.04,0.67
2024-05-11,Ahmedabad,1766,86843,717.0,2.39,1.09
2024-05-11,Kolkata,1004,86215,712.0,3.65,1.93
2024-05-11,Jaipur,668,86016,683.0,3.21,1.04
2024-05-11,Surat,1278,85691,715.0,1.71,1.92
2024-05-12,Mumbai,1798,86892,702.0,2.34,0.81
2024-05-12,Delhi,1297,87256,728.0,2.35,1.13
2024-05-12,Bangalore,718,87407,732.0,2.47,0.68
2024-05-12,Chennai,1131,87369,719.0,2.34,1.39
2024-05-12,Pune,1052,87847,713.0,2.05,0.7
2024-05-12,Hyderabad,678,87783,697.0,1.91,0.87
2024-05-12,Ahmedabad,1419,87843,702.0,1.54,1.61
2024-05-12,Kolkata,1549,88297,733.0,3.89,1.32
2024-05-12,Jaipur,553,88273,700.0,1.74,0.68
2024-05-12,Surat,1635,89368,745.0,2.58,0.69
2024-05-13,Mumbai,1724,89337,731.0,2.55,2.07
2024-05-13,Delhi,1288,90209,721.0,3.17,0.52
2024-05-13,Bangalore,1347,90459,730.0,1.62,1.28
2024-05-13,Chennai,673,89396,710.0,3.59,1.95
2024-05-13,Pune,1645,89041,747.0,3.28,2.31
2024-05-13,Hyderabad,997,88615,683.0,3.63,1.64
2024-05-13,Ahmedabad,847,87838,723.0,2.78,1.87
2024-05-13,Kolkata,847,88036,691.0,2.35,0.78
2024-05-13,Jaipur,1116,88285,733.0,4.35,1.04
2024-05-13,Surat,798,88563,720.0,2.34,0.63
2024-05-14,Mumbai,1390,89103,732.0,4.11,1.05
2024-05-14,Delhi,1113,88953,691.0,3.04,1.47
2024-05-14,Bangalore,657,88550,749.0,2.02,1.22
2024-05-14,Chennai,1005,87876,695.0,1.99,1.94
2024-05-14,Pune,1515,87969,707.0,2.95,1.69
2024-05-14,Hyderabad,900,87660,738.0,3.13,1.42
2024-05-14,Ahmedabad,777,87497,728.0,3.91,1.11
2024-05-14,Kolkata,1310,87841,726.0,3.22,1.16
2024-05-14,Jaipur,1770,88577,727.0,1.59,1.26
2024-05-14,Surat,1174,88576,677.0,2.23,1.38
2024-05-15,Mumbai,1381,88151,691.0,1.79,2.13
2024-05-15,Delhi,1833,87900,699.0,1.65,2.45
2024-05-15,Bangalore,778,87742,705.0,2.36,1.1
2024-05-15,Chennai,1735,87446,717.0,2.92,2.39
2024-05-15,Pune,911,87120,688.0,4.25,1.46
2024-05-15,Hyderabad,863,85902,678.0,1.88,2.43
2024-05-15,Ahmedabad,1153,86172,689.0,1.87,1.08
2024-05-15,Kolkata,1923,86651,740.0,2.68,1.77
2024-05-15,Jaipur,1679,86611,682.0,3.8,2.06
2024-05-15,Surat,1167,86741,700.0,4.02,1.25
2024-05-16,Mumbai,1304,87056,715.0,2.76,1.23
2024-05-16,Delhi,1654,87995,715.0,2.46,0.9
2024-05-16,Bangalore,1617,88922,731.0,3.32,0.86
2024-05-16,Chennai,1626,90122,707.0,3.43,0.55
2024-05-16,Pune,1989,90910,711.0,3.13,1.42
2024-05-16,Hyderabad,1950,92105,715.0,3.34,0.92
2024-05-16,Ahmedabad,1096,91255,721.0,2.83,2.16
2024-05-16,Kolkata,641,89971,724.0,4.48,2.14
2024-05-16,Jaipur,1337,89703,699.0,3.35,1.85
2024-05-16,Surat,785,88936,712.0,2.3,1.77
2024-05-17,Mumbai,995,89103,717.0,1.95,1.01
2024-05-17,Delhi,815,88232,736.0,1.92,1.93
2024-05-17,Bangalore,1272,88984,695.0,2.59,0.65
2024-05-17,Chennai,1724,89482,748.0,3.34,1.46
2024-05-17,Pune,1320,89453,710.0,3.47,1.57
2024-05-17,Hyderabad,1916,90252,712.0,1.52,1.34
