date,branch,upi_volume,upi_value,card_txn_volume,card_txn_value,wallet_txn_volume,wallet_txn_value,fraud_rate_percent
2024-07-22,Jaipur,250410,93738699.01,131554,64604320.42,72805,21219554.36,2.17
2024-07-22,Surat,244499,104702454.93,148376,72700935.75,83504,24865285.39,2.95
2024-07-23,Mumbai,233108,84894829.85,132475,77031067.16,55307,24983558.47,0.84
2024-07-23,Delhi,207087,89635580.46,152406,73486455.23,56740,23982931.36,2.7
2024-07-23,Bangalore,202488,92481093.28,116340,68349984.58,69205,17772436.28,1.4
2024-07-23,Chennai,244718,94143872.31,117164,63498853.38,71820,27214809.54,1.57
2024-07-23,Pune,203571,95146521.9,146939,54660957.46,54764,22191968.81,1.68
2024-07-23,Hyderabad,199441,91528862.67,130049,76455759.46,82995,21286832.27,2.02
2024-07-23,Ahmedabad,210134,94561794.94,153665,70897298.78,67477,21773591.85,1.77
2024-07-23,Kolkata,218965,94605637.82,146310,67722667.92,70444,20893217.94,0.69
2024-07-23,Jaipur,225143,91077701.61,145114,65531696.37,58580,24433539.58,3.0
2024-07-23,Surat,249168,91499067.93,125214,73727376.17,71509,20933148.0,1.4
2024-07-24,Mumbai,244999,97240960.33,146442,62781704.42,71972,21861937.21,2.18
2024-07-24,Delhi,240753,86295262.86,130995,81089573.82,78665,22741995.74,1.47
2024-07-24,Bangalore,275242,88368078.79,104847,67368250.67,78257,28104261.53,2.13
2024-07-24,Chennai,203631,97694380.25,127747,63620607.06,77127,20708508.83,2.01
2024-07-24,Pune,240843,91635196.01,121054,69316129.43,71731,19873968.21,1.35
2024-07-24,Hyderabad,232385,100035748.43,152948,71386227.67,63035,22313085.37,1.64
2024-07-24,Ahmedabad,235397,95364628.6,163650,75206288.02,69238,22005803.74,0.69
2024-07-24,Kolkata,254913,89954589.92,133273,64399160.41,64593,24708455.73,0.88
2024-07-24,Jaipur,187822,86119632.07,139076,71605889.22,74413,21463008.99,1.19
2024-07-24,Surat,210229,85545790.21,121521,66996279.72,52236,19260382.16,1.52
2024-07-25,Mumbai,227305,96856211.47,151156,77286415.58,70835,23846252.71,0.99
2024-07-25,Delhi,234294,87088873.19,122816,72123327.37,79341,23954395.26,2.32
2024-07-25,Bangalore,258825,96853612.27,137561,69098622.9,69216,23545702.94,2.16
2024-07-25,Chennai,257053,101124057.33,126878,83258639.61,77291,22940459.14,0.52
2024-07-25,Pune,232697,89268935.54,123531,61887409.8,66986,25378725.42,1.1
2024-07-25,Hyderabad,248805,96635538.17,156238,70441239.47,69592,24487626.92,1.06
2024-07-25,Ahmedabad,239634,93242329.34,154638,62909328.96,60515,24884883.51,1.97
2024-07-25,Kolkata,252474,90629102.59,154280,72433827.63,66721,25746654.45,0.95
2024-07-25,Jaipur,233806,87949683.35,143586,64556909.68,72391,27353814.47,2.76
2024-07-25,Surat,232460,86075405.09,137052,73027092.45,59693,21052675.71,2.65
2024-07-26,Mumbai,250427,95322088.21,138743,65136466.72,76328,24020996.55,1.46
2024-07-26,Delhi,246421,91742917.71,139376,67006804.58,59155,22996972.84,1.49
2024-07-26,Bangalore,213732,101352242.88,157859,66697179.04,77335,26144111.59,2.23
2024-07-26,Chennai,240057,97039422.14,126769,73149613.49,68921,25295207.4,0.9
2024-07-26,Pune,220250,99964615.46,129723,66429012.79,79509,23917345.07,1.62
2024-07-26,Hyderabad,260509,96034794.11,163707,64036347.27,82035,20141958.27,1.04
2024-07-26,Ahmedabad,190154,93511016.71,115927,78917065.67,59943,21379768.54,0.96
2024-07-26,Kolkata,217385,97253615.87,138390,77158490.01,72088,25368738.97,0.96
2024-07-26,Jaipur,253571,96470864.42,151119,60961555.02,65631,22782665.69,1.5
2024-07-26,Surat,226912,102691405.32,109733,64254010.38,51864,22290877.71,2.03
2024-07-27,Mumbai,243684,86941142.3,166334,68695577.31,65513,24560311.97,2.19
2024-07-27,Delhi,227523,92125215.47,131710,68364514.66,77722,23191034.43,1.16
2024-07-27,Bangalore,179421,99676505.51,154244,61331284.73,51224,25291999.78,2.63
2024-07-27,Chennai,243229,100673048.78,172412,64618529.08,71888,22575452.82,1.85
2024-07-27,Pune,236199,95737186.79,138618,64401145.89,48348,23404002.33,2.92
2024-07-27,Hyderabad,250175,88155603.33,141734,72943995.51,75478,22092623.66,2.7
2024-07-27,Ahmedabad,208717,99357125.05,148274,64470661.49,89286,22836266.01,0.78
2024-07-27,Kolkata,225043,87844303.81,152178,63401744.76,83453,20903419.68,2.42
2024-07-27,Jaipur,246137,100592331.48,135734,71955972.5,62408,22970035.22,1.64
2024-07-27,Surat,289548,94087756.28,117412,68433984.13,77056,26039823.0,1.31
2024-07-28,Mumbai,257779,89879365.87,138861,73981756.65,70443,24581716.64,1.09
2024-07-28,Delhi,212990,103448318.66,170781,64687068.61,62048,17956547.02,1.13
2024-07-28,Bangalore,240594,104172434.22,139273,62443397.6,68099,26265186.22,0.8
2024-07-28,Chennai,245422,92198124.93,120830,79462020.63,55908,28653836.28,2.76
2024-07-28,Pune,211282,92788696.26,169669,76264595.79,51350,21546886.19,1.73
2024-07-28,Hyderabad,193506,93247138.35,134502,69613920.14,66855,20725641.49,1.41
2024-07-28,Ahmedabad,211774,88934141.8,125319,74796305.32,61561,26673285.55,2.5
2024-07-28,Kolkata,226249,91628886.2,150255,71208895.99,71331,23155170.57,2.51
2024-07-28,Jaipur,242134,92624063.56,126961,70587859.34,73203,27662744.3,1.93
2024-07-28,Surat,220831,105354789.16,156300,64929111.77,78267,24315511.97,2.7
2024-07-29,Mumbai,189697,97329904.17,101882,72225291.55,73811,19332782.65,2.14
2024-07-29,Delhi,246240,94069847.07,124014,63288647.45,79384,27245711.72,0.5
2024-07-29,Bangalore,207878,88538000.34,140809,70240790.82,64910,22658077.76,1.01
2024-07-29,Chennai,221020,89566085.67,138051,62680865.67,75866,18998271.25,1.36
2024-07-29,Pune,220520,92742648.06,133621,68939500.44,81884,20202904.38,1.8
2024-07-29,Hyderabad,252003,89013699.73,133992,67850133.5,60440,24761266.04,2.2
2024-07-29,Ahmedabad,235342,86216423.85,142475,69982461.34,59774,20186751.11,1.22
2024-07-29,Kolkata,223605,98630034.79,132386,74671303.96,72809,27609944.51,2.47
2024-07-29,Jaipur,242939,87576496.26,152935,73649072.23,67048,18374986.76,1.27
2024-07-29,Surat,212051,90276198.54,141065,62786542.36,60803,24264854.0,2.93
2024-07-30,Mumbai,233067,87802071.48,146282,64767632.71,77086,21657975.57,2.11
2024-07-30,Delhi,262867,95106142.21,109370,70137770.85,74409,23658689.15,2.0
2024-07-30,Bangalore,247732,94545440.57,143154,70151784.42,71373,20515528.04,1.03
2024-07-30,Chennai,204217,92457582.06,128356,67083470.92,62531,22440635.21,2.52
2024-07-30,Pune,223932,85278137.58,135033,75483594.95,80982,24249123.01,2.75
2024-07-30,Hyderabad,210528,86648036.76,143797,68754235.2,68712,19214671.11,2.82
2024-07-30,Ahmedabad,274229,95914735.21,146501,71292686.98,58325,21285531.47,0.88
2024-07-30,Kolkata,229430,92163284.35,146806,71344914.62,72641,26465724.95,2.98
2024-07-30,Jaipur,200943,80289439.3,123744,67644893.64,59109,23245856.76,0.84
2024-07-30,Surat,234812,94180730.91,150728,72382030.1,58183,26171634.93,0.89
2024-07-31,Mumbai,248302,90792948.51,132986,78889141.62,71069,27517474.41,1.59
2024-07-31,Delhi,255323,84244342.07,139997,67845965.09,71379,18553470.04,2.02
2024-07-31,Bangalore,248058,89802220.35,144620,70118323.76,80644,25934712.47,1.96
2024-07-31,Chennai,232229,95923619.46,154832,69395542.79,50384,24692333.89,2.3
2024-07-31,Pune,198615,99023945.13,126059,62797843.82,65556,22196437.3,2.12
2024-07-31,Hyderabad,256124,98824184.48,156621,68724191.49,49263,27137715.84,2.53
2024-07-31,Ahmedabad,247284,91189276.5,156669,70598343.23,79161,26958710.79,1.56
2024-07-31,Kolkata,232266,96931091.04,166946,70139292.65,60856,20987735.14,2.44
2024-07-31,Jaipur,237769,92461169.96,152450,80508783.31,76804,21824320.9,2.51
2024-07-31,Surat,177384,91392651.19,154627,66375003.6,59076,24711073.29,2.49
2024-08-01,Mumbai,246639,96056441.27,146607,69769539.87,70720,21283724.33,1.77
2024-08-01,Delhi,196153,99602396.5,137442,71708796.18,69664,28546560.65,1.17
2024-08-01,Bangalore,282161,100703093.52,126254,72640114.82,64269,24406156.18,2.58
2024-08-01,Chennai,211080,102753343.18,123249,68379732.3,55384,23014834.18,2.99
2024-08-01,Pune,208103,95222909.38,124366,80793446.5,65231,22775440.74,1.07
2024-08-01,Hyderabad,271186,95592025.99,144949,71768678.39,73253,22370592.86,1.95
2024-08-01,Ahmedabad,292606,87420096.22,117671,70705032.58,50758,24928151.17,2.77
2024-08-01,Kolkata,260489,96659617.51,147360,66507935.43,70881,25176704.26,0.97
2024-08-01,Jaipur,277477,95041700.33,142854,77527472.3,63242,25490557.42,2.53
2024-08-01,Surat,203063,87342645.95,138536,74580781.91,60043,20880508.21,2.74
2024-08-02,Mumbai,237399,81743020.06,125532,73455099.88,63235,20373118.37,2.14
2024-08-02,Delhi,238780,101412253.25,137762,65207411.7,75230,23667510.37,2.59
2024-08-02,Bangalore,251628,98950891.57,145174,72211423.58,56659,26614787.36,0.75
2024-08-02,Chennai,252832,93269605.44,118343,71831336.51,65667,28390712.65,2.83
2024-08-02,Pune,245980,89002114.41,158918,71127985.7,81410,19828724.94,1.62
2024-08-02,Hyderabad,243536,85950319.83,157435,82561095.54,55883,24830107.55,2.22
2024-08-02,Ahmedabad,235753,81934119.04,154787,68685633.64,58978,24202957.65,2.53
2024-08-02,Kolkata,274602,85358367.52,156504,69803656.42,82392,26508069.55,1.53
2024-08-02,Jaipur,205837,92467342.71,163464,72646111.75,58661,26083584.53,0.85
2024-08-02,Surat,219468,99867561.47,141505,68557199.01,76339,22297890.82,0.86
2024-08-03,Mumbai,197242,91306669.64,149083,79116866.1,68395,26823092.99,0.51
2024-08-03,Delhi,274481,85871511.04,118277,74817622.79,61681,21707314.59,2.56
2024-08-03,Bangalore,219975,92701623.41,137759,74542800.27,65580,25318106.64,1.18
2024-08-03,Chennai,186659,102494907.16,128859,70383704.77,75372,21163347.75,0.89
2024-08-03,Pune,234150,83400152.26,120965,58089415.33,57732,24797324.49,0.84
2024-08-03,Hyderabad,241704,98925273.16,125969,72488549.95,69516,24140572.39,2.96
2024-08-03,Ahmedabad,258382,92570943.64,156649,58706214.17,80740,20416056.95,1.3
2024-08-03,Kolkata,230899,91764647.41,126115,73431401.89,75646,22780095.9,2.1
2024-08-03,Jaipur,274349,107822930.55,152070,72034186.83,58906,27915406.59,0.78
2024-08-03,Surat,225350,95520324.32,144453,78564154.36,84376,19889276.86,2.43
2024-08-04,Mumbai,234393,93901825.56,143766,71032528.28,69798,23515444.26,1.94
2024-08-04,Delhi,266899,95760053.34,122380,74946715.67,74756,21946226.89,1.08
2024-08-04,Bangalore,251398,86357703.8,147611,76805423.52,68160,24192455.71,1.13
2024-08-04,Chennai,259731,96440686.57,136061,70468177.85,79732,24777005.46,1.19
2024-08-04,Pune,235197,89868704.78,139038,67899828.68,62033,22859408.9,0.79
2024-08-04,Hyderabad,256932,97184775.1,136065,68858321.9,57338,25956124.02,1.69
2024-08-04,Ahmedabad,230755,94706702.33,150759,71090936.47,75511,23608991.72,1.05
2024-08-04,Kolkata,218503,92131666.87,133271,69766277.06,80281,18502167.21,2.94
2024-08-04,Jaipur,245056,96418144.02,137575,69812860.54,75074,29193194.36,1.79
2024-08-04,Surat,234196,88010192.93,136318,65079516.15,74127,24806035.23,2.96
2024-08-05,Mumbai,238365,91016252.95,109430,77108034.68,78295,23165551.38,1.85
2024-08-05,Delhi,261752,98803077.25,134367,79143604.17,61507,21135367.28,2.33
2024-08-05,Bangalore,263338,104511295.85,161802,73521770.01,66214,24133053.21,1.41
2024-08-05,Chennai,241167,83937855.25,135404,67924592.73,75892,23988691.02,2.04
2024-08-05,Pune,256343,97821344.57,148119,63748950.81,60264,21537488.74,0.98
2024-08-05,Hyderabad,266242,96173806.14,137432,75187345.07,84248,21125470.24,2.45
2024-08-05,Ahmedabad,214759,87815435.74,97696,77322859.87,70801,27893477.1,0.78
2024-08-05,Kolkata,255893,100546211.27,141838,82320194.58,96921,24523473.44,0.56
2024-08-05,Jaipur,267155,91364506.54,159538,70031819.64,82091,25060403.04,2.51
2024-08-05,Surat,260282,98744141.02,149223,79076627.12,58029,24136363.87,2.57
2024-08-06,Mumbai,243486,82641378.7,155531,65484388.07,81009,28139302.88,1.72
2024-08-06,Delhi,221107,87268405.72,151599,69864811.14,87763,19753799.34,2.81
2024-08-06,Bangalore,195790,94676480.09,114635,63760579.96,61098,25953796.53,2.33
2024-08-06,Chennai,227389,98398361.66,147162,66088357.0,75448,18385674.03,2.09
2024-08-06,Pune,252067,93018586.06,112399,66499391.0,66091,22583110.68,1.84
2024-08-06,Hyderabad,237930,91071866.92,177776,67170033.01,75286,22845503.67,1.18
2024-08-06,Ahmedabad,246814,94874157.85,120962,68904210.07,72052,23737991.79,2.25
2024-08-06,Kolkata,215403,91917089.01,140595,74127585.56,83587,19123129.49,0.77
2024-08-06,Jaipur,258760,85690277.97,182389,71412204.16,74050,20106305.02,2.74
2024-08-06,Surat,271230,93323801.67,180263,69600967.13,81717,21515215.07,2.26
2024-08-07,Mumbai,215700,93090131.84,162738,64736337.05,81134,22125444.35,2.72
2024-08-07,Delhi,233687,101365614.65,137159,67169777.45,75404,23303224.19,1.91
2024-08-07,Bangalore,263604,97582583.41,175670,76910141.25,77451,24605441.69,1.53
2024-08-07,Chennai,191285,96792416.68,115808,69362172.18,70039,27303354.93,1.87
2024-08-07,Pune,237539,91652281.85,132406,64652349.93,58476,18381319.65,1.07
2024-08-07,Hyderabad,229543,100683584.04,167856,77554131.39,81330,28382087.98,2.56
2024-08-07,Ahmedabad,227090,101514173.79,127072,71784542.26,70100,21408813.81,2.75
2024-08-07,Kolkata,266375,100960189.36,138127,64848576.84,83199,22391950.51,0.84
2024-08-07,Jaipur,255472,94502667.31,151011,69757136.59,74317,24331127.07,2.83
2024-08-07,Surat,244092,89601445.33,107905,73747047.72,66607,23915015.28,0.62
2024-08-08,Mumbai,208726,90930487.67,142864,70786997.43,82228,26566106.5,0.52
2024-08-08,Delhi,266893,94386766.6,120095,73734270.18,62204,21943930.21,1.35
2024-08-08,Bangalore,239750,97743946.18,154082,75977880.78,84486,20286080.8,2.59
2024-08-08,Chennai,180694,89116804.84,141279,78347124.86,83030,21249306.28,1.68
2024-08-08,Pune,246717,92285055.05,137647,69579669.9,91418,25108738.06,1.62
2024-08-08,Hyderabad,226402,92311142.52,190976,68966624.83,61045,21852024.8,0.7
2024-08-08,Ahmedabad,216275,101422777.12,141264,68329039.47,47823,26394891.58,0.78
2024-08-08,Kolkata,254087,100447175.37,112818,63893907.16,74981,22020032.59,2.0
2024-08-08,Jaipur,230112,89759276.19,139237,74814630.0,81185,20285625.68,1.01
2024-08-08,Surat,283427,95772962.84,148899,74384355.84,83242,22151476.44,2.75
2024-08-09,Mumbai,231144,94096704.79,134482,67118983.37,82179,22376281.04,1.47
2024-08-09,Delhi,238666,91400555.09,159145,73213343.49,63293,23089214.99,1.88
2024-08-09,Bangalore,224153,102224225.77,177982,72113441.45,65274,23241994.25,1.13
2024-08-09,Chennai,227462,103903859.21,118708,68104740.02,72657,22786167.92,1.67
2024-08-09,Pune,223798,97652606.29,128005,72255260.31,75750,26087912.66,0.91
2024-08-09,Hyderabad,267420,90641496.51,148678,69595501.73,71616,25512697.38,2.08
2024-08-09,Ahmedabad,205654,98855041.55,124556,68964515.87,72370,24372396.14,0.62
2024-08-09,Kolkata,188019,97868703.78,131925,75608550.75,60867,24586177.97,1.9
2024-08-09,Jaipur,215729,91125436.16,168057,76765133.71,78838,23614341.34,2.57
2024-08-09,Surat,251553,111532164.58,143920,73329427.78,66125,24115675.02,2.3
2024-08-10,Mumbai,222584,92228599.51,149384,74592871.38,57049,18967370.79,0.99
2024-08-10,Delhi,229657,87625228.44,145456,68143306.16,83885,21639129.75,1.51
2024-08-10,Bangalore,232548,92220780.58,121691,71585292.64,91894,24526083.14,0.73
2024-08-10,Chennai,261427,103341046.98,131034,57237499.39,71317,19269929.53,0.88
2024-08-10,Pune,218463,90346414.96,117758,75911228.28,64271,22081793.19,1.97
2024-08-10,Hyderabad,248377,104672407.26,170829,63135983.25,57964,24685389.36,2.18
2024-08-10,Ahmedabad,234360,85679554.06,126014,65423279.18,64748,23938144.2,0.53
2024-08-10,Kolkata,232766,93440477.8,152023,67505469.04,57202,17606850.45,2.11
2024-08-10,Jaipur,243435,89254555.36,154871,68411729.63,63956,28266138.33,1.6
2024-08-10,Surat,190162,92170955.81,144525,75425440.23,43233,20401314.27,2.84
2024-08-11,Mumbai,218995,96898582.01,110778,68271304.26,70354,24071157.55,0.67
2024-08-11,Delhi,195219,89244831.83,116999,73070252.89,62084,20487014.41,2.59
2024-08-11,Bangalore,245994,96234311.72,108970,70394564.49,54274,24395909.0,0.58
2024-08-11,Chennai,224301,95687000.63,125466,69641067.77,68271,25046186.54,2.33
2024-08-11,Pune,256766,97026678.95,134948,64406735.02,82409,24747493.69,2.07
2024-08-11,Hyderabad,237932,88950649.19,140481,66144884.78,65963,24476249.37,2.93
2024-08-11,Ahmedabad,204159,86597220.36,129194,66297295.3,54843,27922953.97,0.98
2024-08-11,Kolkata,223484,98805470.39,99078,70315191.11,83628,24338702.73,2.97
2024-08-11,Jaipur,247700,83440016.66,134089,76561538.27,55300,23217522.86,2.39
2024-08-11,Surat,279778,98523965.32,179077,65738802.8,82751,21651368.41,0.56
2024-08-12,Mumbai,240309,97974476.03,155557,73372789.0,63101,22908861.56,2.83
2024-08-12,Delhi,233670,98425225.39,146733,69746729.27,58265,24063610.84,1.08
2024-08-12,Bangalore,204940,89407336.67,141526,77420557.69,61761,20921686.12,0.6
2024-08-12,Chennai,234356,88404578.03,134440,75653987.63,78817,22750276.41,2.66
2024-08-12,Pune,240280,100204019.91,173620,65174851.74,72070,21155213.46,1.16
2024-08-12,Hyderabad,220273,92085422.34,136354,60287701.03,55525,25541753.28,2.48
2024-08-12,Ahmedabad,288508,96335127.13,156307,67964005.6,79963,24373802.28,0.9
2024-08-12,Kolkata,215145,92740553.33,132812,64499901.5,72036,25805433.0,1.33
2024-08-12,Jaipur,266338,84512866.11,173426,77339727.23,64800,20949290.78,2.83
2024-08-12,Surat,206055,98495211.17,163016,68172005.8,82038,23593513.62,2.07
2024-08-13,Mumbai,227697,94974086.69,119892,70342698.42,63758,23221762.1,0.78
2024-08-13,Delhi,241917,85748891.83,178647,76173666.03,69369,29894818.86,2.51
2024-08-13,Bangalore,233052,95788861.48,137870,65890985.8,73599,19903954.24,0.79
2024-08-13,Chennai,223196,94769784.86,122432,66719462.34,90861,21425967.78,0.97
2024-08-13,Pune,222844,97709013.54,141771,69866233.47,74081,22007242.91,0.92
2024-08-13,Hyderabad,233056,102282871.8,118490,72103172.5,74295,21248066.12,1.14
2024-08-13,Ahmedabad,225882,80359308.49,153903,67797283.35,69809,25197301.29,2.79
2024-08-13,Kolkata,233880,86739874.99,104401,72414484.69,64563,19349865.75,2.23
2024-08-13,Jaipur,241668,91602938.6,152276,70739992.05,73189,26637901.44,0.86
2024-08-13,Surat,256507,97902647.6,144489,73789586.6,93186,24279291.42,2.86
2024-08-14,Mumbai,203793,98740967.01,157144,72325053.97,71925,30305325.71,2.33
2024-08-14,Delhi,225431,95437975.32,130290,78260058.32,75390,23491823.64,1.28
2024-08-14,Bangalore,224049,95765296.01,143114,75415455.49,65073,18892960.81,2.67
2024-08-14,Chennai,220122,88815035.79,119830,73989740.94,78574,25784166.14,0.86
2024-08-14,Pune,274544,94547631.1,138767,64379022.79,67406,21926893.58,1.04
2024-08-14,Hyderabad,208956,94560124.14,115782,67256627.13,78888,26092896.19,0.74
2024-08-14,Ahmedabad,225445,108394208.28,158177,70929270.11,74325,18053432.6,2.36
2024-08-14,Kolkata,225081,92205416.56,111383,68679262.67,57421,25463287.71,2.77
2024-08-14,Jaipur,243165,102624739.43,155581,65354601.22,76390,24688539.31,1.21
2024-08-14,Surat,236388,91764030.26,135259,72939914.95,56143,22425599.65,0.53
2024-08-15,Mumbai,219905,101664542.43,145300,70424362.88,83143,26206948.55,2.4
2024-08-15,Delhi,254495,83175300.64,155138,68451565.24,57269,24950453.3,2.75
2024-08-15,Bangalore,232407,110439715.01,143256,73718018.55,51790,21676790.18,1.17
2024-08-15,Chennai,211961,95748372.99,126760,75992077.87,73871,20110488.46,2.41
2024-08-15,Pune,214804,99108707.85,156498,69093785.39,79962,26011150.74,1.17
2024-08-15,Hyderabad,222762,101518312.24,113791,67430057.72,68925,21289622.79,0.54
2024-08-15,Ahmedabad,277273,92521778.06,140927,62305333.93,91956,20522247.63,2.55
2024-08-15,Kolkata,253326,89750211.73,100867,79138747.15,72490,24491353.21,2.2
2024-08-15,Jaipur,220719,100217577.61,137852,70406922.02,72247,22732138.64,0.97
2024-08-15,Surat,207647,85495984.45,130404,69609170.86,70426,22482840.98,2.86
2024-08-16,Mumbai,259927,96708095.63,118233,71241181.67,76000,24201456.98,0.55
2024-08-16,Delhi,216456,89287470.34,138501,69625058.93,76569,23277026.77,2.65
2024-08-16,Bangalore,201889,96897803.89,126431,73666350.32,65315,20542666.22,2.14
2024-08-16,Chennai,252483,94316386.64,117766,69536840.34,48842,27714486.25,2.47
2024-08-16,Pune,205488,91563675.5,138230,74488738.35,64504,29844593.27,2.25
2024-08-16,Hyderabad,235208,86320798.15,126031,68580641.72,83253,28124996.36,2.4
2024-08-16,Ahmedabad,228968,97096781.39,131364,76862526.39,80547,24530992.83,1.14
2024-08-16,Kolkata,225100,109185590.76,153728,75595715.69,63765,25929990.67,2.26
2024-08-16,Jaipur,214712,107883800.43,114940,65752742.07,71353,23754368.06,2.54
2024-08-16,Surat,235414,85558895.97,145373,72403114.95,70915,23560866.82,0.53
2024-08-17,Mumbai,224870,84609230.25,147324,74616547.27,69534,18303918.99,2.54
2024-08-17,Delhi,257347,85639886.68,139420,62879040.34,81637,20123914.61,2.3
2024-08-17,Bangalore,251896,100031014.23,150906,75460384.41,64707,26924158.25,1.98
2024-08-17,Chennai,225172,97326322.79,169914,68601772.76,89593,24499472.09,1.23
2024-08-17,Pune,225483,92371845.51,121121,67430601.48,77114,25488796.28,0.7
2024-08-17,Hyderabad,241361,105970320.16,148973,68129683.38,63926,27609366.14,2.56
2024-08-17,Ahmedabad,249548,105326228.1,152137,76502167.1,65117,21959350.41,0.66
2024-08-17,Kolkata,221237,87772049.57,152305,73188093.62,74412,23609599.95,2.72
2024-08-17,Jaipur,241740,94592006.8,146216,65655519.52,60165,19905650.98,2.73
2024-08-17,Surat,271468,97613716.38,147981,80540445.68,59113,23552293.35,0.61
2024-08-18,Mumbai,220199,87743086.89,136061,68881599.69,71497,21667153.37,0.82
2024-08-18,Delhi,217266,101804156.76,155658,72668712.6,66532,24046466.22,1.29
2024-08-18,Bangalore,242267,100206090.54,146807,70430992.08,77587,25676282.65,2.72
2024-08-18,Chennai,218831,100402476.96,162484,72373474.46,67286,22791362.29,0.9
2024-08-18,Pune,245677,97074058.25,150374,67288029.69,57610,25584787.9,1.07
2024-08-18,Hyderabad,256790,89315324.68,121505,66575392.73,69371,27553295.21,2.86
2024-08-18,Ahmedabad,260780,87634925.32,122799,65637315.81,75034,24879197.1,1.24
2024-08-18,Kolkata,231452,90790318.06,135570,72170179.13,77972,24445221.93,0.95
2024-08-18,Jaipur,262752,98440283.01,117235,69804846.32,51347,25812278.82,1.65
2024-08-18,Surat,286211,107718526.89,153227,66137079.19,96942,20355489.93,1.19
2024-08-19,Mumbai,257990,111649541.8,165409,64933125.17,70975,25098987.37,2.47
2024-08-19,Delhi,256207,90147411.1,165190,77629851.83,68675,24585099.08,1.42
2024-08-19,Bangalore,242149,92391686.84,136716,76404389.49,84063,20768675.27,0.69
2024-08-19,Chennai,215217,86408182.56,95446,80974788.93,73002,20277589.47,2.81
2024-08-19,Pune,252872,95952854.83,164858,78129918.27,63880,25789886.0,1.99
2024-08-19,Hyderabad,172289,99887310.15,138189,68932471.02,80312,21433431.31,2.8
2024-08-19,Ahmedabad,249790,97863021.08,137988,69938558.85,61886,22034544.76,2.94
2024-08-19,Kolkata,267439,90787397.05,134025,76900969.27,64549,24456994.01,1.49
2024-08-19,Jaipur,267226,91807344.69,162703,77973044.04,75006,24390432.2,0.54
2024-08-19,Surat,190140,99342165.97,140249,68282127.82,77320,24231586.16,2.05
2024-08-20,Mumbai,230376,97314536.3,115514,77419884.62,81864,23478612.51,2.34
2024-08-20,Delhi,218878,88365487.72,159223,67749004.14,77237,23678455.81,2.54
2024-08-20,Bangalore,252309,91012612.63,112357,71332906.41,73520,23539423.87,1.71
2024-08-20,Chennai,232670,105508883.69,163841,68643672.96,71745,19431535.12,1.29
2024-08-20,Pune,229090,96325553.3,151009,77021642.65,62072,20643709.52,0.96
2024-08-20,Hyderabad,257343,89090291.54,168785,66455409.26,60042,23822305.56,1.75
2024-08-20,Ahmedabad,217956,100920971.3,122107,73781674.2,67752,21507197.6,1.47
2024-08-20,Kolkata,231390,104212691.88,146158,67897023.75,51813,22829807.17,2.51
2024-08-20,Jaipur,225848,82876710.63,144715,67593145.77,71970,19049570.87,2.36
2024-08-20,Surat,218560,94806606.7,134536,71265952.05,68176,18607153.91,2.11
2024-08-21,Mumbai,208728,95039289.89,145847,73852431.74,78357,28368072.3,0.98
2024-08-21,Delhi,245843,85964781.57,158853,68837628.11,75860,25396580.31,1.16
2024-08-21,Bangalore,225614,105150382.69,116857,76038395.27,79762,24977460.57,2.12
2024-08-21,Chennai,222753,89709643.69,105660,72039472.57,69579,23986031.79,2.82
2024-08-21,Pune,274254,92861833.08,168727,70862905.82,80507,21688518.81,2.44
2024-08-21,Hyderabad,233274,81604709.71,112757,69936265.28,56778,26444277.26,1.42
2024-08-21,Ahmedabad,242236,89612312.14,164085,74670211.28,73083,24449211.77,1.09
2024-08-21,Kolkata,242327,94108434.47,153775,74311097.17,61965,25903179.73,2.62
2024-08-21,Jaipur,227994,89384818.77,156039,61875716.48,50263,18970869.68,1.88
2024-08-21,Surat,201348,91873047.66,162070,74150931.73,91755,23005359.12,1.84
2024-08-22,Mumbai,234726,91086976.49,123211,71344283.74,80122,23979362.48,1.35
2024-08-22,Delhi,251695,98216285.74,112208,63826458.87,69984,24803159.53,0.74
2024-08-22,Bangalore,248664,90343849.07,120495,68951857.71,70764,26980996.17,1.92
2024-08-22,Chennai,228668,92506295.14,143207,66128188.21,78233,25821163.01,1.15
2024-08-22,Pune,256797,89033048.28,121220,73181476.07,70918,22626648.43,1.33
2024-08-22,Hyderabad,249834,97913669.29,115493,75208201.55,88812,22910144.52,0.67
2024-08-22,Ahmedabad,261255,91882390.14,173148,65064152.29,72790,23176131.29,0.75
2024-08-22,Kolkata,230648,99847934.39,161000,73008279.16,69185,25612089.84,2.27
2024-08-22,Jaipur,247301,90000495.02,145813,69477960.09,67573,19025033.61,0.92
2024-08-22,Surat,202369,101876917.06,170140,65576344.88,74311,23041574.59,2.35
2024-08-23,Mumbai,213198,96315802.86,131593,75816875.48,75328,22200112.46,2.14
2024-08-23,Delhi,227507,101896283.06,172555,64976523.36,66649,23503046.8,2.32
2024-08-23,Bangalore,213472,106184272.83,123540,65701793.26,79643,25959043.39,2.55
2024-08-23,Chennai,256068,99732839.44,134957,70016799.63,67997,24295211.25,2.96
2024-08-23,Pune,239848,101340236.16,149542,61026124.46,79750,25695581.58,0.68
2024-08-23,Hyderabad,250209,101831555.79,141350,70486981.44,58222,23871501.88,0.89
2024-08-23,Ahmedabad,233828,91916464.28,154371,67435019.47,79929,25223003.19,2.04
